
CommandType     Name                                               Version    Source
Cmdlet          Restore-SqlDatabase                                22.4.5.1   SqlServer
Function        Resume-BitLocker                                   1.0.0.0    BitLocker
Cmdlet          Resume-BitsTransfer                                2.0.0.0    BitsTransfer
Function        Resume-MgEntitlementManagementAssignmentRequest    2.31.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgEntitlementManagementAssignmentRequest    2.32.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgEntitlementManagementAssignmentRequest    2.30.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowRunTa… 2.31.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowRunTa… 2.32.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowRunTa… 2.30.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowTaskP… 2.31.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowTaskP… 2.30.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowTaskP… 2.32.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowTaskR… 2.32.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowTaskR… 2.30.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowTaskR… 2.31.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowTempl… 2.32.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowTempl… 2.30.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowTempl… 2.31.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowVersi… 2.30.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowVersi… 2.31.0     Microsoft.Graph.Identity.Governance
Function        Resume-MgIdentityGovernanceLifecycleWorkflowVersi… 2.32.0     Microsoft.Graph.Identity.Governance
Function        Resume-PrintJob                                    1.1        PrintManagement
Cmdlet          Resume-ProvisioningSession                         3.0        Provisioning
Cmdlet          Resume-ReFSDedupSchedule                           2.0.0.0    Microsoft.ReFsDedup.Commands
Cmdlet          Resume-Service                                     7.0.0.0    Microsoft.PowerShell.Management
Cmdlet          Resume-SqlAvailabilityDatabase                     22.4.5.1   SqlServer
Function        Resume-StorageBusDisk                              1.0.0.0    StorageBusCache
Function        Revoke-FileShareAccess                             2.0.0.0    Storage
Function        Revoke-MgUserSignInSession                         2.32.0     Microsoft.Graph.Users.Actions
Function        Revoke-MgUserSignInSession                         2.31.0     Microsoft.Graph.Users.Actions
Function        Revoke-MgUserSignInSession                         2.30.0     Microsoft.Graph.Users.Actions
Cmdlet          Revoke-PnPAzureADAppSitePermission                 3.1.0      PnP.PowerShell
Cmdlet          Revoke-PnPEntraIDAppSitePermission                 3.1.0      PnP.PowerShell
Cmdlet          Revoke-PnPHubSiteRights                            3.1.0      PnP.PowerShell
Cmdlet          Revoke-PnPSiteDesignRights                         3.1.0      PnP.PowerShell
Cmdlet          Revoke-PnPTenantServicePrincipalPermission         3.1.0      PnP.PowerShell
Cmdlet          Revoke-PnPUserSession                              3.1.0      PnP.PowerShell
Function        Revoke-SmbClientAccessToServer                     2.0.0.0    SmbShare
Function        Revoke-SmbShareAccess                              2.0.0.0    SmbShare
Cmdlet          Revoke-SqlAvailabilityGroupCreateAnyDatabase       22.4.5.1   SqlServer
Function        S:                                                            
Function        SafeGetCommand                                     3.4.0      Pester
Cmdlet          Save-AzContext                                     5.3.0      Az.Accounts
Cmdlet          Save-AzDeploymentScriptLog                         8.1.1      Az.Resources
Cmdlet          Save-AzDeploymentTemplate                          8.1.1      Az.Resources
Cmdlet          Save-AzManagementGroupDeploymentStackTemplate      8.1.1      Az.Resources
Cmdlet          Save-AzManagementGroupDeploymentTemplate           8.1.1      Az.Resources
Alias           Save-AzProfile                                     5.3.0      Az.Accounts
Cmdlet          Save-AzResourceGroupDeploymentStackTemplate        8.1.1      Az.Resources
Cmdlet          Save-AzResourceGroupDeploymentTemplate             8.1.1      Az.Resources
Cmdlet          Save-AzSubscriptionDeploymentStackTemplate         8.1.1      Az.Resources
Alias           Save-AzSubscriptionDeploymentTemplate              8.1.1      Az.Resources
Cmdlet          Save-AzTenantDeploymentTemplate                    8.1.1      Az.Resources
Function        Save-EtwTraceSession                               1.0.0.0    EventTracingManagement
Cmdlet          Save-Help                                          7.5.0.500  Microsoft.PowerShell.Core
Function        Save-Module                                        2.2.5      PowerShellGet
Function        Save-Module                                        2.2.5      PowerShellGet
Function        Save-Module                                        2.2.5      PowerShellGet
Function        Save-Module                                        2.2.5      PowerShellGet
Function        Save-NetGPO                                        2.0.0.0    NetSecurity
Function        Save-NetworkSwitchConfiguration                    1.0.0.0    NetworkSwitchManager
Cmdlet          Save-OsImage                                       3.0        Dism
Cmdlet          Save-Package                                       1.4.8.1    PackageManagement
Cmdlet          Save-PnPClientSidePageConversionLog                1.12.0     PnP.PowerShell
Cmdlet          Save-PnPPageConversionLog                          3.1.0      PnP.PowerShell
Cmdlet          Save-PnPSiteTemplate                               3.1.0      PnP.PowerShell
Cmdlet          Save-PnPTenantTemplate                             3.1.0      PnP.PowerShell
Cmdlet          Save-PSResource                                    1.1.1      Microsoft.PowerShell.PSResourceGet
Function        Save-Script                                        2.2.5      PowerShellGet
Function        Save-Script                                        2.2.5      PowerShellGet
Function        Save-Script                                        2.2.5      PowerShellGet
Function        Save-Script                                        2.2.5      PowerShellGet
Cmdlet          Save-SoftwareInventory                             3.0        Dism
Function        Save-StorageDataCollection                         2.0.0.0    Storage
Cmdlet          Save-WindowsImage                                  3.0        Dism
Alias           Search-MgBackupRestorePoint                        2.31.0     Microsoft.Graph.BackupRestore
Alias           Search-MgBackupRestorePoint                        2.30.0     Microsoft.Graph.BackupRestore
Alias           Search-MgBackupRestorePoint                        2.32.0     Microsoft.Graph.BackupRestore
Function        Search-MgDrive                                     2.31.0     Microsoft.Graph.Files
Function        Search-MgDrive                                     2.30.0     Microsoft.Graph.Files
Function        Search-MgDrive                                     2.32.0     Microsoft.Graph.Files
Function        Search-MgDriveItem                                 2.31.0     Microsoft.Graph.Files
Function        Search-MgDriveItem                                 2.30.0     Microsoft.Graph.Files
Function        Search-MgDriveItem                                 2.32.0     Microsoft.Graph.Files
Function        Search-MgDriveRoot                                 2.31.0     Microsoft.Graph.Files
Function        Search-MgDriveRoot                                 2.32.0     Microsoft.Graph.Files
Function        Search-MgDriveRoot                                 2.30.0     Microsoft.Graph.Files
Function        Search-MgGroupDrive                                2.30.0     Microsoft.Graph.Files
Function        Search-MgGroupDrive                                2.31.0     Microsoft.Graph.Files
Function        Search-MgGroupDrive                                2.32.0     Microsoft.Graph.Files
Function        Search-MgGroupDriveItem                            2.31.0     Microsoft.Graph.Files
Function        Search-MgGroupDriveItem                            2.30.0     Microsoft.Graph.Files
Function        Search-MgGroupDriveItem                            2.32.0     Microsoft.Graph.Files
Function        Search-MgGroupDriveRoot                            2.31.0     Microsoft.Graph.Files
Function        Search-MgGroupDriveRoot                            2.30.0     Microsoft.Graph.Files
Function        Search-MgGroupDriveRoot                            2.32.0     Microsoft.Graph.Files
Function        Search-MgSolutionBackupRestorePoint                2.31.0     Microsoft.Graph.BackupRestore
Function        Search-MgSolutionBackupRestorePoint                2.30.0     Microsoft.Graph.BackupRestore
Function        Search-MgSolutionBackupRestorePoint                2.32.0     Microsoft.Graph.BackupRestore
Function        Search-MgUserDrive                                 2.30.0     Microsoft.Graph.Files
Function        Search-MgUserDrive                                 2.32.0     Microsoft.Graph.Files
Function        Search-MgUserDrive                                 2.31.0     Microsoft.Graph.Files
Function        Search-MgUserDriveItem                             2.32.0     Microsoft.Graph.Files
Function        Search-MgUserDriveItem                             2.30.0     Microsoft.Graph.Files
Function        Search-MgUserDriveItem                             2.31.0     Microsoft.Graph.Files
Function        Search-MgUserDriveRoot                             2.31.0     Microsoft.Graph.Files
Function        Search-MgUserDriveRoot                             2.30.0     Microsoft.Graph.Files
Function        Search-MgUserDriveRoot                             2.32.0     Microsoft.Graph.Files
Cmdlet          Select-AzContext                                   5.3.0      Az.Accounts
Alias           Select-AzSubscription                              5.3.0      Az.Accounts
Cmdlet          Select-Object                                      7.0.0.0    Microsoft.PowerShell.Utility
Cmdlet          Select-String                                      7.0.0.0    Microsoft.PowerShell.Utility
Cmdlet          Select-Xml                                         7.0.0.0    Microsoft.PowerShell.Utility
Cmdlet          Send-DtcDiagnosticTransaction                      1.0.0.0    MsDtc
Function        Send-EtwTraceSession                               1.0.0.0    EventTracingManagement
Cmdlet          Send-Feedback                                      5.3.0      Az.Accounts
Cmdlet          Send-MailMessage                                   7.0.0.0    Microsoft.PowerShell.Utility
Function        Send-MgChatActivityNotification                    2.30.0     Microsoft.Graph.Teams
Function        Send-MgChatActivityNotification                    2.31.0     Microsoft.Graph.Teams
Function        Send-MgChatActivityNotification                    2.32.0     Microsoft.Graph.Teams
Function        Send-MgCommunicationCallDtmfTone                   2.31.0     Microsoft.Graph.CloudCommunications
Function        Send-MgCommunicationCallDtmfTone                   2.30.0     Microsoft.Graph.CloudCommunications
Function        Send-MgCommunicationCallDtmfTone                   2.32.0     Microsoft.Graph.CloudCommunications
Function        Send-MgCommunicationOnlineMeetingVirtualAppointme… 2.30.0     Microsoft.Graph.CloudCommunications
Function        Send-MgCommunicationOnlineMeetingVirtualAppointme… 2.31.0     Microsoft.Graph.CloudCommunications
Function        Send-MgCommunicationOnlineMeetingVirtualAppointme… 2.32.0     Microsoft.Graph.CloudCommunications
Function        Send-MgCommunicationOnlineMeetingVirtualAppointme… 2.31.0     Microsoft.Graph.CloudCommunications
Function        Send-MgCommunicationOnlineMeetingVirtualAppointme… 2.30.0     Microsoft.Graph.CloudCommunications
Function        Send-MgCommunicationOnlineMeetingVirtualAppointme… 2.32.0     Microsoft.Graph.CloudCommunications
Function        Send-MgDeviceManagementNotificationMessageTemplat… 2.32.0     Microsoft.Graph.DeviceManagement
Function        Send-MgDeviceManagementNotificationMessageTemplat… 2.31.0     Microsoft.Graph.DeviceManagement
Function        Send-MgDeviceManagementNotificationMessageTemplat… 2.30.0     Microsoft.Graph.DeviceManagement
Function        Send-MgGroupTeamActivityNotification               2.31.0     Microsoft.Graph.Teams
Function        Send-MgGroupTeamActivityNotification               2.30.0     Microsoft.Graph.Teams
Function        Send-MgGroupTeamActivityNotification               2.32.0     Microsoft.Graph.Teams
Function        Send-MgIdentityGovernanceAccessReviewDefinitionIn… 2.32.0     Microsoft.Graph.Identity.Governance
Function        Send-MgIdentityGovernanceAccessReviewDefinitionIn… 2.31.0     Microsoft.Graph.Identity.Governance
Function        Send-MgIdentityGovernanceAccessReviewDefinitionIn… 2.30.0     Microsoft.Graph.Identity.Governance
Function        Send-MgTeamActivityNotification                    2.32.0     Microsoft.Graph.Teams
Function        Send-MgTeamActivityNotification                    2.31.0     Microsoft.Graph.Teams
Function        Send-MgTeamActivityNotification                    2.30.0     Microsoft.Graph.Teams
Function        Send-MgTeamworkActivityNotificationToRecipient     2.30.0     Microsoft.Graph.Teams
Function        Send-MgTeamworkActivityNotificationToRecipient     2.31.0     Microsoft.Graph.Teams
Function        Send-MgTeamworkActivityNotificationToRecipient     2.32.0     Microsoft.Graph.Teams
Function        Send-MgUserChatActivityNotification                2.31.0     Microsoft.Graph.Teams
Function        Send-MgUserChatActivityNotification                2.32.0     Microsoft.Graph.Teams
Function        Send-MgUserChatActivityNotification                2.30.0     Microsoft.Graph.Teams
Function        Send-MgUserMail                                    2.32.0     Microsoft.Graph.Users.Actions
Function        Send-MgUserMail                                    2.30.0     Microsoft.Graph.Users.Actions
Function        Send-MgUserMail                                    2.31.0     Microsoft.Graph.Users.Actions
Function        Send-MgUserMailFolderChildFolderMessage            2.31.0     Microsoft.Graph.Mail
Function        Send-MgUserMailFolderChildFolderMessage            2.32.0     Microsoft.Graph.Mail
Function        Send-MgUserMailFolderChildFolderMessage            2.30.0     Microsoft.Graph.Mail
Function        Send-MgUserMailFolderMessage                       2.32.0     Microsoft.Graph.Mail
Function        Send-MgUserMailFolderMessage                       2.30.0     Microsoft.Graph.Mail
Function        Send-MgUserMailFolderMessage                       2.31.0     Microsoft.Graph.Mail
Function        Send-MgUserMessage                                 2.32.0     Microsoft.Graph.Mail
Function        Send-MgUserMessage                                 2.30.0     Microsoft.Graph.Mail
Function        Send-MgUserMessage                                 2.31.0     Microsoft.Graph.Mail
Function        Send-MgUserOnlineMeetingVirtualAppointmentReminde… 2.31.0     Microsoft.Graph.CloudCommunications
Function        Send-MgUserOnlineMeetingVirtualAppointmentReminde… 2.32.0     Microsoft.Graph.CloudCommunications
Function        Send-MgUserOnlineMeetingVirtualAppointmentReminde… 2.30.0     Microsoft.Graph.CloudCommunications
Function        Send-MgUserOnlineMeetingVirtualAppointmentSm       2.30.0     Microsoft.Graph.CloudCommunications
Function        Send-MgUserOnlineMeetingVirtualAppointmentSm       2.32.0     Microsoft.Graph.CloudCommunications
Function        Send-MgUserOnlineMeetingVirtualAppointmentSm       2.31.0     Microsoft.Graph.CloudCommunications
Function        Send-MgUserTeamworkActivityNotification            2.30.0     Microsoft.Graph.Teams
Function        Send-MgUserTeamworkActivityNotification            2.32.0     Microsoft.Graph.Teams
Function        Send-MgUserTeamworkActivityNotification            2.31.0     Microsoft.Graph.Teams
Cmdlet          Send-PnPMail                                       3.1.0      PnP.PowerShell
Cmdlet          Set-Acl                                            7.0.0.0    Microsoft.PowerShell.Security
Cmdlet          Set-Alias                                          7.0.0.0    Microsoft.PowerShell.Utility
Cmdlet          Set-AppBackgroundTaskResourcePolicy                1.0.0.0    AppBackgroundTask
Cmdlet          Set-AppLockerPolicy                                2.0.0.0    AppLocker
Alias           Set-AppPackageAutoUpdateSettings                   2.0.1.0    Appx
Alias           Set-AppPackageDefaultVolume                        2.0.1.0    Appx
Alias           Set-AppPackageProvisionedDataFile                  3.0        Dism
Cmdlet          Set-AppxDefaultVolume                              2.0.1.0    Appx
Cmdlet          Set-AppxPackageAutoUpdateSettings                  2.0.1.0    Appx
Cmdlet          Set-AppXProvisionedDataFile                        3.0        Dism
Function        Set-AssignedAccess                                 1.0.0.0    AssignedAccess
Cmdlet          Set-AuthenticodeSignature                          7.0.0.0    Microsoft.PowerShell.Security
Alias           Set-AutologgerConfig                               1.0.0.0    EventTracingManagement
Alias           Set-AzADApplication                                8.1.1      Az.Resources
Alias           Set-AzADServicePrincipal                           8.1.1      Az.Resources
Alias           Set-AzADUser                                       8.1.1      Az.Resources
Alias           Set-AzConfig                                       5.3.0      Az.Accounts
Cmdlet          Set-AzContext                                      5.3.0      Az.Accounts
Function        Set-AzDataBoundary                                 8.1.1      Az.Resources
Cmdlet          Set-AzDefault                                      5.3.0      Az.Accounts
Cmdlet          Set-AzEnvironment                                  5.3.0      Az.Accounts
Cmdlet          Set-AzKeyVaultAccessPolicy                         6.4.0      Az.KeyVault
Alias           Set-AzKeyVaultCertificateAttribute                 6.4.0      Az.KeyVault
Cmdlet          Set-AzKeyVaultCertificateIssuer                    6.4.0      Az.KeyVault
Cmdlet          Set-AzKeyVaultCertificatePolicy                    6.4.0      Az.KeyVault
Alias           Set-AzKeyVaultKey                                  6.4.0      Az.KeyVault
Alias           Set-AzKeyVaultKeyAttribute                         6.4.0      Az.KeyVault
Cmdlet          Set-AzKeyVaultKeyRotationPolicy                    6.4.0      Az.KeyVault
Cmdlet          Set-AzKeyVaultManagedStorageSasDefinition          6.4.0      Az.KeyVault
Alias           Set-AzKeyVaultRoleDefinition                       6.4.0      Az.KeyVault
Cmdlet          Set-AzKeyVaultSecret                               6.4.0      Az.KeyVault
Alias           Set-AzKeyVaultSecretAttribute                      6.4.0      Az.KeyVault
Cmdlet          Set-AzManagedApplication                           8.1.1      Az.Resources
Cmdlet          Set-AzManagedApplicationDefinition                 8.1.1      Az.Resources
Cmdlet          Set-AzManagementGroupDeploymentStack               8.1.1      Az.Resources
Alias           Set-AzPolicyAssignment                             8.1.1      Az.Resources
Alias           Set-AzPolicyDefinition                             8.1.1      Az.Resources
Alias           Set-AzPolicyExemption                              8.1.1      Az.Resources
Alias           Set-AzPolicySetDefinition                          8.1.1      Az.Resources
Cmdlet          Set-AzResource                                     8.1.1      Az.Resources
Cmdlet          Set-AzResourceGroup                                8.1.1      Az.Resources
Cmdlet          Set-AzResourceGroupDeploymentStack                 8.1.1      Az.Resources
Cmdlet          Set-AzResourceLock                                 8.1.1      Az.Resources
Cmdlet          Set-AzRoleAssignment                               8.1.1      Az.Resources
Cmdlet          Set-AzRoleDefinition                               8.1.1      Az.Resources
Cmdlet          Set-AzSubscriptionDeploymentStack                  8.1.1      Az.Resources
Cmdlet          Set-AzTemplateSpec                                 8.1.1      Az.Resources
Function        Set-BCAuthentication                               1.0.0.0    BranchCache
Function        Set-BCCache                                        1.0.0.0    BranchCache
Function        Set-BCDataCacheEntryMaxAge                         1.0.0.0    BranchCache
Cmdlet          Set-BcdBootDefault                                 1.0.0      Microsoft.Windows.Bcd.Cmdlets
Cmdlet          Set-BcdBootDisplayOrder                            1.0.0      Microsoft.Windows.Bcd.Cmdlets
Cmdlet          Set-BcdBootSequence                                1.0.0      Microsoft.Windows.Bcd.Cmdlets
Cmdlet          Set-BcdBootTimeout                                 1.0.0      Microsoft.Windows.Bcd.Cmdlets
Cmdlet          Set-BcdBootToolsDisplayOrder                       1.0.0      Microsoft.Windows.Bcd.Cmdlets
Cmdlet          Set-BcdDebugSettings                               1.0.0      Microsoft.Windows.Bcd.Cmdlets
Cmdlet          Set-BcdElement                                     1.0.0      Microsoft.Windows.Bcd.Cmdlets
Cmdlet          Set-BcdHypervisorSettings                          1.0.0      Microsoft.Windows.Bcd.Cmdlets
Function        Set-BCMinSMBLatency                                1.0.0.0    BranchCache
Function        Set-BCSecretKey                                    1.0.0.0    BranchCache
Cmdlet          Set-BitsTransfer                                   2.0.0.0    BitsTransfer
Cmdlet          Set-CertificateAutoEnrollmentPolicy                1.0.0.0    PKI
Cmdlet          Set-CimInstance                                    7.0.0.0    CimCmdlets
Cmdlet          Set-CIPolicyIdInfo                                 1.0        ConfigCI
Cmdlet          Set-CIPolicySetting                                1.0        ConfigCI
Cmdlet          Set-CIPolicyVersion                                1.0        ConfigCI
Cmdlet          Set-Clipboard                                      7.0.0.0    Microsoft.PowerShell.Management
Function        Set-ClusteredScheduledTask                         1.0.0.0    ScheduledTasks
Cmdlet          Set-Content                                        7.0.0.0    Microsoft.PowerShell.Management
Function        Set-CsApplicationAccessPolicy                      7.3.1      MicrosoftTeams
Function        Set-CsApplicationMeetingConfiguration              7.3.1      MicrosoftTeams
Function        Set-CsAutoAttendant                                7.3.1      MicrosoftTeams
Function        Set-CsCallingLineIdentity                          7.3.1      MicrosoftTeams
Function        Set-CsCallQueue                                    7.3.1      MicrosoftTeams
Function        Set-CsComplianceRecordingForCallQueueTemplate      7.3.1      MicrosoftTeams
Cmdlet          Set-CsConfiguration                                7.3.1      MicrosoftTeams
Cmdlet          Set-CsExternalAccessPolicy                         7.3.1      MicrosoftTeams
Function        Set-CsInboundBlockedNumberPattern                  7.3.1      MicrosoftTeams
Function        Set-CsInboundExemptNumberPattern                   7.3.1      MicrosoftTeams
Cmdlet          Set-CsLocationPolicy                               7.3.1      MicrosoftTeams
Function        Set-CsNotifyCache                                  7.3.1      MicrosoftTeams
Function        Set-CsOCEContext                                   7.3.1      MicrosoftTeams
Function        Set-CsOnlineApplicationInstance                    7.3.1      MicrosoftTeams
Function        Set-CsOnlineAudioConferencingRoutingPolicy         7.3.1      MicrosoftTeams
Function        Set-CsOnlineDialInConferencingBridge               7.3.1      MicrosoftTeams
Function        Set-CsOnlineDialInConferencingServiceNumber        7.3.1      MicrosoftTeams
Function        Set-CsOnlineDialInConferencingTenantSettings       7.3.1      MicrosoftTeams
Function        Set-CsOnlineDialInConferencingUser                 7.3.1      MicrosoftTeams
Function        Set-CsOnlineDialInConferencingUserDefaultNumber    7.3.1      MicrosoftTeams
Function        Set-CsOnlineEnhancedEmergencyServiceDisclaimer     7.3.1      MicrosoftTeams
Function        Set-CsOnlineLisCivicAddress                        7.3.1      MicrosoftTeams
Function        Set-CsOnlineLisLocation                            7.3.1      MicrosoftTeams
Function        Set-CsOnlineLisPort                                7.3.1      MicrosoftTeams
Function        Set-CsOnlineLisSubnet                              7.3.1      MicrosoftTeams
Function        Set-CsOnlineLisSwitch                              7.3.1      MicrosoftTeams
Function        Set-CsOnlineLisWirelessAccessPoint                 7.3.1      MicrosoftTeams
Function        Set-CsOnlinePSTNGateway                            7.3.1      MicrosoftTeams
Function        Set-CsOnlinePstnUsage                              7.3.1      MicrosoftTeams
Function        Set-CsOnlineSchedule                               7.3.1      MicrosoftTeams
Function        Set-CsOnlineVoiceApplicationInstance               7.3.1      MicrosoftTeams
Cmdlet          Set-CsOnlineVoicemailPolicy                        7.3.1      MicrosoftTeams
Function        Set-CsOnlineVoicemailUserSettings                  7.3.1      MicrosoftTeams
Cmdlet          Set-CsOnlineVoicemailValidationConfiguration       7.3.1      MicrosoftTeams
Function        Set-CsOnlineVoiceRoute                             7.3.1      MicrosoftTeams
Function        Set-CsOnlineVoiceRoutingPolicy                     7.3.1      MicrosoftTeams
Function        Set-CsOnlineVoiceUser                              7.3.1      MicrosoftTeams
Function        Set-CsPersonalAttendantSettings                    7.3.1      MicrosoftTeams
Function        Set-CsPhoneNumberAssignment                        7.3.1      MicrosoftTeams
Function        Set-CsPhoneNumberPolicyAssignment                  7.3.1      MicrosoftTeams
Function        Set-CsPhoneNumberTag                               7.3.1      MicrosoftTeams
Cmdlet          Set-CsPrivacyConfiguration                         7.3.1      MicrosoftTeams
Cmdlet          Set-CsPublishPolicySchemaDefaults                  7.3.1      MicrosoftTeams
Function        Set-CsRegionContext                                7.3.1      MicrosoftTeams
Function        Set-CsSharedCallQueueHistoryTemplate               7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsAcsFederationConfiguration              7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsAIPolicy                                7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsAppPermissionPolicy                     7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsAppSetupPolicy                          7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsAudioConferencingCustomPromptsConfigur… 7.3.1      MicrosoftTeams
Function        Set-CsTeamsAudioConferencingPolicy                 7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsBYODAndDesksPolicy                      7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsCallHoldPolicy                          7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsCallingPolicy                           7.3.1      MicrosoftTeams
Function        Set-CsTeamsCallParkPolicy                          7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsCarrierEmergencyCallRoutingPolicy       7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsChannelsPolicy                          7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsClientConfiguration                     7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsComplianceRecordingApplication          7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsComplianceRecordingPolicy               7.3.1      MicrosoftTeams
Function        Set-CsTeamsCortanaPolicy                           7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsCustomBannerText                        7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsEducationAssignmentsAppPolicy           7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsEducationConfiguration                  7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsEmergencyCallingPolicy                  7.3.1      MicrosoftTeams
Function        Set-CsTeamsEmergencyCallRoutingPolicy              7.3.1      MicrosoftTeams
Function        Set-CsTeamsEnhancedEncryptionPolicy                7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsEventsPolicy                            7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsExternalAccessConfiguration             7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsFeedbackPolicy                          7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsFilesPolicy                             7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsFirstPartyMeetingTemplateConfiguration  7.3.1      MicrosoftTeams
Function        Set-CsTeamsGuestCallingConfiguration               7.3.1      MicrosoftTeams
Function        Set-CsTeamsGuestMeetingConfiguration               7.3.1      MicrosoftTeams
Function        Set-CsTeamsGuestMessagingConfiguration             7.3.1      MicrosoftTeams
Function        Set-CsTeamsIPPhonePolicy                           7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMediaConnectivityPolicy                 7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMeetingBrandingPolicy                   7.3.1      MicrosoftTeams
Function        Set-CsTeamsMeetingBroadcastConfiguration           7.3.1      MicrosoftTeams
Function        Set-CsTeamsMeetingBroadcastPolicy                  7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMeetingConfiguration                    7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMeetingPolicy                           7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMeetingTemplatePermissionPolicy         7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMessagingConfiguration                  7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMessagingPolicy                         7.3.1      MicrosoftTeams
Function        Set-CsTeamsMigrationConfiguration                  7.3.1      MicrosoftTeams
Function        Set-CsTeamsMobilityPolicy                          7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsMultiTenantOrganizationConfiguration    7.3.1      MicrosoftTeams
Function        Set-CsTeamsNetworkRoamingPolicy                    7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsNotificationAndFeedsPolicy              7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsPersonalAttendantPolicy                 7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsRecordingRollOutPolicy                  7.3.1      MicrosoftTeams
Function        Set-CsTeamsRoomVideoTeleConferencingPolicy         7.3.1      MicrosoftTeams
Function        Set-CsTeamsSettingsCustomApp                       7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsSharedCallingRoutingPolicy              7.3.1      MicrosoftTeams
Function        Set-CsTeamsShiftsAppPolicy                         7.3.1      MicrosoftTeams
Function        Set-CsTeamsShiftsConnection                        7.3.1      MicrosoftTeams
Function        Set-CsTeamsShiftsConnectionInstance                7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsShiftsPolicy                            7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsSipDevicesConfiguration                 7.3.1      MicrosoftTeams
Function        Set-CsTeamsSurvivableBranchAppliance               7.3.1      MicrosoftTeams
Function        Set-CsTeamsSurvivableBranchAppliancePolicy         7.3.1      MicrosoftTeams
Function        Set-CsTeamsTargetingPolicy                         7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsTemplatePermissionPolicy                7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsTenantAbuseConfiguration                7.3.1      MicrosoftTeams
Function        Set-CsTeamsTranslationRule                         7.3.1      MicrosoftTeams
Function        Set-CsTeamsUnassignedNumberTreatment               7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsUpdateManagementPolicy                  7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsUpgradeConfiguration                    7.3.1      MicrosoftTeams
