
CommandType     Name                                               Version    Source
Function        New-MgGroupSiteListColumn                          2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListColumn                          2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListColumn                          2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListContentType                     2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListContentType                     2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListContentType                     2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListContentTypeColumn               2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListContentTypeColumn               2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListContentTypeColumn               2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListContentTypeColumnLink           2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListContentTypeColumnLink           2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListContentTypeColumnLink           2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItem                            2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItem                            2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItem                            2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItemDocumentSetVersion          2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItemDocumentSetVersion          2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItemDocumentSetVersion          2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItemLink                        2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItemLink                        2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItemLink                        2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItemVersion                     2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItemVersion                     2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListItemVersion                     2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListOperation                       2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListOperation                       2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListOperation                       2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListSubscription                    2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListSubscription                    2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteListSubscription                    2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebook                     2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebook                     2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebook                     2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSection              2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSection              2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSection              2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionGroup         2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionGroup         2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionGroup         2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionGroupSection  2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionGroupSection  2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionGroupSection  2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionGroupSection… 2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionGroupSection… 2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionGroupSection… 2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionPage          2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionPage          2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteNotebookSectionPage          2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteOperation                    2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteOperation                    2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteOperation                    2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenotePage                         2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenotePage                         2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenotePage                         2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteResource                     2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteResource                     2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteResource                     2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSection                      2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSection                      2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSection                      2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionGroup                 2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionGroup                 2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionGroup                 2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionGroupSection          2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionGroupSection          2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionGroupSection          2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionGroupSectionPage      2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionGroupSectionPage      2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionGroupSectionPage      2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionPage                  2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionPage                  2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOnenoteSectionPage                  2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOperation                           2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOperation                           2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteOperation                           2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePage                                2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePage                                2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePage                                2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutHorizonta… 2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutHorizonta… 2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutHorizonta… 2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutHorizonta… 2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutHorizonta… 2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutHorizonta… 2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutHorizonta… 2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutHorizonta… 2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutHorizonta… 2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutVerticalS… 2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutVerticalS… 2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageCanvaLayoutVerticalS… 2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageWebPart               2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageWebPart               2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePageAsSitePageWebPart               2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePermission                          2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePermission                          2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSitePermission                          2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStore                           2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStore                           2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStore                           2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroup                      2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroup                      2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroup                      2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroupSet                   2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroupSet                   2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroupSet                   2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroupSetChild              2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroupSetChild              2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroupSetChild              2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroupSetChildRelation      2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroupSetChildRelation      2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteTermStoreGroupSetChildRelation      2.32.0     Microsoft.Graph.Sites
